profile_name,prediction_source,weighting_scheme,sort_strategy,top_k,enable_risk_filters,allow_cash_fallback,max_volatility_20d_pct,max_volatility_5d_pct,turnover_rate_lower_pct,turnover_rate_upper_pct,turnover_ratio_upper_pct,risk_penalty_weight,transaction_cost,max_turnover,rerank_signal_column,rerank_signal_weight,secondary_candidate_size,secondary_screen_mode,secondary_screen_weight,local_tiebreak_start_rank,local_tiebreak_end_rank,periods,cumulative_return_before_cost,cumulative_return_after_cost,mean_period_return_before_cost,mean_period_return_after_cost,return_volatility_before_cost,return_volatility_after_cost,max_drawdown_before_cost,max_drawdown_after_cost,sharpe_before_cost,sharpe_after_cost,win_rate_before_cost,win_rate_after_cost,avg_selected_count,avg_signal_count,avg_cash_weight,avg_turnover,avg_desired_turnover,avg_execution_strength,total_transaction_cost,candidate_size,vol20_pct,vol5_pct,risk_penalty,rank_ic_mean,top5_mean_return_mean
lstm_exec_cs180_v2086_v5100_rp-80_pure_prediction_pred_mt100,replay_walk_forward_predictions,pred,pure_prediction,5,True,False,0.86,1.0,0.03,0.97,0.95,-0.8,0.001,1.0,,0.0,0,none,0.0,8,15,60,1.0473161908908164,0.9469001498048104,0.012289158833451254,0.011443238475698066,0.023798351994053783,0.023874290149345286,-0.04687680080279055,-0.05317954212090659,3.723719383375852,3.456369410222923,0.6333333333333333,0.6333333333333333,5.0,5.0,2.960594732333751e-17,0.8459203577531882,1.0292209549684626,0.8750919497592765,0.05075522146519129,180,0.86,1.0,-0.8,0.01168002338745768,0.010118703963325768
lstm_exec_cs180_v2086_v5100_rp-50_pure_prediction_pred_mt100,replay_walk_forward_predictions,pred,pure_prediction,5,True,False,0.86,1.0,0.03,0.97,0.95,-0.5,0.001,1.0,,0.0,0,none,0.0,8,15,60,1.0473161908908164,0.9469001498048104,0.012289158833451254,0.011443238475698066,0.023798351994053783,0.023874290149345286,-0.04687680080279055,-0.05317954212090659,3.723719383375852,3.456369410222923,0.6333333333333333,0.6333333333333333,5.0,5.0,2.960594732333751e-17,0.8459203577531882,1.0292209549684626,0.8750919497592765,0.05075522146519129,180,0.86,1.0,-0.5,0.01168002338745768,0.010118703963325768
lstm_exec_cs180_v2086_v5100_rp-20_pure_prediction_pred_mt100,replay_walk_forward_predictions,pred,pure_prediction,5,True,False,0.86,1.0,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,1.0473161908908164,0.9469001498048104,0.012289158833451254,0.011443238475698066,0.023798351994053783,0.023874290149345286,-0.04687680080279055,-0.05317954212090659,3.723719383375852,3.456369410222923,0.6333333333333333,0.6333333333333333,5.0,5.0,2.960594732333751e-17,0.8459203577531882,1.0292209549684626,0.8750919497592765,0.05075522146519129,180,0.86,1.0,-0.2,0.01168002338745768,0.010118703963325768
lstm_exec_cs180_v2086_v598_rp-80_risk_adjusted_pred_mt100,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.8,0.001,1.0,,0.0,0,none,0.0,8,15,60,1.0113782363753074,0.902891308125132,0.012077601656745953,0.011144900558687209,0.027161672077383597,0.027219016401675594,-0.12119914587883407,-0.1236473127276646,3.2064603338088054,2.95260562184167,0.65,0.6166666666666667,5.0,5.0,2.7755575615628914e-17,0.9327010980587428,1.2535096852323753,0.7966281125865783,0.055962065883524564,180,0.86,0.98,-0.8,0.01168002338745768,0.010118703963325768
lstm_exec_cs180_v2086_v5100_rp-80_risk_adjusted_pred_mt100,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.86,1.0,0.03,0.97,0.95,-0.8,0.001,1.0,,0.0,0,none,0.0,8,15,60,1.0113782363753074,0.902891308125132,0.012077601656745953,0.011144900558687209,0.027161672077383597,0.027219016401675594,-0.12119914587883407,-0.1236473127276646,3.2064603338088054,2.95260562184167,0.65,0.6166666666666667,5.0,5.0,2.7755575615628914e-17,0.9327010980587428,1.2535096852323753,0.7966281125865783,0.055962065883524564,180,0.86,1.0,-0.8,0.01168002338745768,0.010118703963325768
lstm_exec_cs180_v2086_v598_rp-80_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.8,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.9970257959959492,0.8883218901703323,0.011953530506036517,0.011012025927398358,0.027036123304555786,0.02709065708348721,-0.12040314047739897,-0.1229263995788964,3.1882579226937584,2.931226363806069,0.6666666666666666,0.6333333333333333,5.0,5.0,3.515706244646329e-17,0.9415045786381612,1.2612886117781004,0.7970172248887377,0.05649027471828967,180,0.86,0.98,-0.8,0.01168002338745768,0.010118703963325768
lstm_exec_cs180_v2086_v5100_rp-80_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,1.0,0.03,0.97,0.95,-0.8,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.9970257959959492,0.8883218901703323,0.011953530506036517,0.011012025927398358,0.027036123304555786,0.02709065708348721,-0.12040314047739897,-0.1229263995788964,3.1882579226937584,2.931226363806069,0.6666666666666666,0.6333333333333333,5.0,5.0,3.515706244646329e-17,0.9415045786381612,1.2612886117781004,0.7970172248887377,0.05649027471828967,180,0.86,1.0,-0.8,0.01168002338745768,0.010118703963325768
lstm_exec_cs180_v2086_v598_rp-20_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.951702729900165,0.8518586708622051,0.011574229002498326,0.01069245629291754,0.027388138012884467,0.027484345215740433,-0.09468229562786967,-0.0972356472823448,3.0474124325529535,2.8053933337071273,0.6833333333333333,0.65,5.0,5.0,2.960594732333751e-17,0.8817727095807879,1.1097959463995364,0.8521298837427282,0.05290636257484727,180,0.86,0.98,-0.2,0.01168002338745768,0.010118703963325768
lstm_exec_cs180_v2086_v5100_rp-20_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,1.0,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.951702729900165,0.8518586708622051,0.011574229002498326,0.01069245629291754,0.027388138012884467,0.027484345215740433,-0.09468229562786967,-0.0972356472823448,3.0474124325529535,2.8053933337071273,0.6833333333333333,0.65,5.0,5.0,2.960594732333751e-17,0.8817727095807879,1.1097959463995364,0.8521298837427282,0.05290636257484727,180,0.86,1.0,-0.2,0.01168002338745768,0.010118703963325768
lstm_exec_cs180_v2086_v598_rp-20_risk_adjusted_pred_mt100,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.9311784640156284,0.833701537961135,0.011397521783964838,0.010528306748319375,0.02743265273129632,0.02754052411513869,-0.09915056569453928,-0.1016407894568101,2.9960171630373074,2.7566904439565625,0.6666666666666666,0.65,5.0,5.0,1.295260195396016e-17,0.8692150356454663,1.093619322486002,0.8541419074184763,0.05215290213872799,180,0.86,0.98,-0.2,0.01168002338745768,0.010118703963325768
lstm_exec_cs180_v2086_v5100_rp-20_risk_adjusted_pred_mt100,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.86,1.0,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.9311784640156284,0.833701537961135,0.011397521783964838,0.010528306748319375,0.02743265273129632,0.02754052411513869,-0.09915056569453928,-0.1016407894568101,2.9960171630373074,2.7566904439565625,0.6666666666666666,0.65,5.0,5.0,1.295260195396016e-17,0.8692150356454663,1.093619322486002,0.8541419074184763,0.05215290213872799,180,0.86,1.0,-0.2,0.01168002338745768,0.010118703963325768
lstm_exec_cs120_v2086_v598_rp-20_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.9183727842272453,0.8187264033451462,0.011264359607965886,0.010368541511913819,0.02662067259814068,0.02670715835862036,-0.09551373814576225,-0.09797476868412258,3.05132982662678,2.799572127516556,0.6166666666666667,0.6166666666666667,5.0,5.0,2.4054832200211726e-17,0.8958180960520701,1.1049619441731064,0.8585616569481751,0.05374908576312422,120,0.86,0.98,-0.2,0.01168002338745768,0.010118703963325768
lstm_exec_cs120_v2086_v5100_rp-20_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,1.0,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.9183727842272453,0.8187264033451462,0.011264359607965886,0.010368541511913819,0.02662067259814068,0.02670715835862036,-0.09551373814576225,-0.09797476868412258,3.05132982662678,2.799572127516556,0.6166666666666667,0.6166666666666667,5.0,5.0,2.4054832200211726e-17,0.8958180960520701,1.1049619441731064,0.8585616569481751,0.05374908576312422,120,0.86,1.0,-0.2,0.01168002338745768,0.010118703963325768
lstm_exec_cs120_v2086_v598_rp-20_risk_adjusted_pred_mt100,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.9036743495937567,0.805852085357494,0.011135595769863007,0.010250015486038325,0.02664824011778072,0.026743924708732228,-0.09914565502733952,-0.10157861304521576,3.0133293120765137,2.763764616578076,0.6166666666666667,0.6166666666666667,5.0,5.0,1.850371707708594e-17,0.8855802838246819,1.097180540358503,0.857713906081617,0.05313481702948091,120,0.86,0.98,-0.2,0.01168002338745768,0.010118703963325768
lstm_exec_cs120_v2086_v5100_rp-20_risk_adjusted_pred_mt100,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.86,1.0,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.9036743495937567,0.805852085357494,0.011135595769863007,0.010250015486038325,0.02664824011778072,0.026743924708732228,-0.09914565502733952,-0.10157861304521576,3.0133293120765137,2.763764616578076,0.6166666666666667,0.6166666666666667,5.0,5.0,1.850371707708594e-17,0.8855802838246819,1.097180540358503,0.857713906081617,0.05313481702948091,120,0.86,1.0,-0.2,0.01168002338745768,0.010118703963325768
lstm_exec_cs150_v2086_v598_rp-20_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8526783768483075,0.7550878854039693,0.010687221865662252,0.00977772873999967,0.027028414955381816,0.02706628070419756,-0.09510397120259761,-0.0976476282585933,2.851319730921367,2.605020077559408,0.6333333333333333,0.6333333333333333,5.0,5.0,2.0354088784794535e-17,0.9094931256625786,1.1445604653818298,0.8482999073309816,0.05456958753975471,150,0.86,0.98,-0.2,0.01168002338745768,0.010118703963325768
lstm_exec_cs150_v2086_v5100_rp-20_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.86,1.0,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8526783768483075,0.7550878854039693,0.010687221865662252,0.00977772873999967,0.027028414955381816,0.02706628070419756,-0.09510397120259761,-0.0976476282585933,2.851319730921367,2.605020077559408,0.6333333333333333,0.6333333333333333,5.0,5.0,2.0354088784794535e-17,0.9094931256625786,1.1445604653818298,0.8482999073309816,0.05456958753975471,150,0.86,1.0,-0.2,0.01168002338745768,0.010118703963325768
lstm_exec_cs150_v2086_v598_rp-20_risk_adjusted_pred_mt100,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.86,0.98,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8447573724386843,0.7486922046528255,0.010616932168796249,0.00971843832949509,0.02709086072865207,0.02713937421015677,-0.09915056569453917,-0.1016407894568101,2.826037437949106,2.5822502348868075,0.6333333333333333,0.6333333333333333,5.0,5.0,2.0354088784794535e-17,0.8984938393011589,1.1312262425700885,0.8497413610493368,0.053909630358069546,150,0.86,0.98,-0.2,0.01168002338745768,0.010118703963325768
lstm_exec_cs150_v2086_v5100_rp-20_risk_adjusted_pred_mt100,replay_walk_forward_predictions,pred,risk_adjusted,5,True,False,0.86,1.0,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8447573724386843,0.7486922046528255,0.010616932168796249,0.00971843832949509,0.02709086072865207,0.02713937421015677,-0.09915056569453917,-0.1016407894568101,2.826037437949106,2.5822502348868075,0.6333333333333333,0.6333333333333333,5.0,5.0,2.0354088784794535e-17,0.8984938393011589,1.1312262425700885,0.8497413610493368,0.053909630358069546,150,0.86,1.0,-0.2,0.01168002338745768,0.010118703963325768
lstm_exec_cs180_v2090_v5100_rp-20_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.9,1.0,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8422234544819105,0.7458260987698855,0.010590045247494214,0.009687740349401619,0.02701689060028549,0.027090331144202475,-0.06527317703255764,-0.07102080433840241,2.8265984945669977,2.578753606754944,0.6333333333333333,0.5833333333333334,5.0,5.0,2.7755575615628914e-17,0.9023048980925922,1.1548461975957816,0.8320983889715765,0.054138293885555536,180,0.9,1.0,-0.2,0.01168002338745768,0.010118703963325768
lstm_exec_cs180_v2090_v598_rp-20_risk_adjusted_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,risk_adjusted,5,True,False,0.9,0.98,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8422019200841808,0.7458056712416796,0.010589845793034023,0.009687540894941428,0.02701679333207113,0.027090234858967957,-0.06527317703255764,-0.07102080433840241,2.8265554343723958,2.578709679831568,0.6333333333333333,0.5833333333333334,5.0,5.0,2.7755575615628914e-17,0.9023048980925922,1.154850437756273,0.832094364898406,0.054138293885555536,180,0.9,0.98,-0.2,0.01168002338745768,0.010118703963325768
lstm_exec_cs180_v2090_v5100_rp-80_pure_prediction_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,pure_prediction,5,True,False,0.9,1.0,0.03,0.97,0.95,-0.8,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8090647144282572,0.7204924527468979,0.01021150451212182,0.009367718489934028,0.0240322100395879,0.024057136730466486,-0.06580117897588111,-0.07366286520634213,3.0640630268657936,2.807964200227937,0.6166666666666667,0.6,5.0,5.0,2.960594732333751e-17,0.8437860221877891,1.025504730667773,0.8751202111243538,0.050627161331267344,180,0.9,1.0,-0.8,0.01168002338745768,0.010118703963325768
lstm_exec_cs180_v2090_v5100_rp-50_pure_prediction_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,pure_prediction,5,True,False,0.9,1.0,0.03,0.97,0.95,-0.5,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8090647144282572,0.7204924527468979,0.01021150451212182,0.009367718489934028,0.0240322100395879,0.024057136730466486,-0.06580117897588111,-0.07366286520634213,3.0640630268657936,2.807964200227937,0.6166666666666667,0.6,5.0,5.0,2.960594732333751e-17,0.8437860221877891,1.025504730667773,0.8751202111243538,0.050627161331267344,180,0.9,1.0,-0.5,0.01168002338745768,0.010118703963325768
lstm_exec_cs180_v2090_v5100_rp-20_pure_prediction_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,pure_prediction,5,True,False,0.9,1.0,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8090647144282572,0.7204924527468979,0.01021150451212182,0.009367718489934028,0.0240322100395879,0.024057136730466486,-0.06580117897588111,-0.07366286520634213,3.0640630268657936,2.807964200227937,0.6166666666666667,0.6,5.0,5.0,2.960594732333751e-17,0.8437860221877891,1.025504730667773,0.8751202111243538,0.050627161331267344,180,0.9,1.0,-0.2,0.01168002338745768,0.010118703963325768
lstm_exec_cs180_v2090_v598_rp-80_pure_prediction_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,pure_prediction,5,True,False,0.9,0.98,0.03,0.97,0.95,-0.8,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8090389836669711,0.7204679575095316,0.010211265165414252,0.009367479143226462,0.02403221548424762,0.024057143723671844,-0.06580117897588111,-0.07366286520634191,3.0639905143487858,2.807891640062698,0.6166666666666667,0.6,5.0,5.0,2.960594732333751e-17,0.8437860221877891,1.0255061274774693,0.8751191740898067,0.050627161331267344,180,0.9,0.98,-0.8,0.01168002338745768,0.010118703963325768
lstm_exec_cs180_v2090_v598_rp-50_pure_prediction_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,pure_prediction,5,True,False,0.9,0.98,0.03,0.97,0.95,-0.5,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8090389836669711,0.7204679575095316,0.010211265165414252,0.009367479143226462,0.02403221548424762,0.024057143723671844,-0.06580117897588111,-0.07366286520634191,3.0639905143487858,2.807891640062698,0.6166666666666667,0.6,5.0,5.0,2.960594732333751e-17,0.8437860221877891,1.0255061274774693,0.8751191740898067,0.050627161331267344,180,0.9,0.98,-0.5,0.01168002338745768,0.010118703963325768
lstm_exec_cs180_v2090_v598_rp-20_pure_prediction_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,pure_prediction,5,True,False,0.9,0.98,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8090389836669711,0.7204679575095316,0.010211265165414252,0.009367479143226462,0.02403221548424762,0.024057143723671844,-0.06580117897588111,-0.07366286520634191,3.0639905143487858,2.807891640062698,0.6166666666666667,0.6,5.0,5.0,2.960594732333751e-17,0.8437860221877891,1.0255061274774693,0.8751191740898067,0.050627161331267344,180,0.9,0.98,-0.2,0.01168002338745768,0.010118703963325768
lstm_exec_cs120_v2090_v5100_rp-80_pure_prediction_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,pure_prediction,5,True,False,0.9,1.0,0.03,0.97,0.95,-0.8,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.808515422992351,0.7200162368393319,0.01020709555430078,0.009363774331936112,0.02406159082721928,0.024086862694545408,-0.0655181980829731,-0.07338010688100605,3.0590002680088877,2.8033180504918715,0.6166666666666667,0.6166666666666667,5.0,5.0,2.0354088784794535e-17,0.8433212223646678,1.0231349006554447,0.8763454953255706,0.050599273341880066,120,0.9,1.0,-0.8,0.01168002338745768,0.010118703963325768
lstm_exec_cs120_v2090_v5100_rp-50_pure_prediction_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,pure_prediction,5,True,False,0.9,1.0,0.03,0.97,0.95,-0.5,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.808515422992351,0.7200162368393319,0.01020709555430078,0.009363774331936112,0.02406159082721928,0.024086862694545408,-0.0655181980829731,-0.07338010688100605,3.0590002680088877,2.8033180504918715,0.6166666666666667,0.6166666666666667,5.0,5.0,2.0354088784794535e-17,0.8433212223646678,1.0231349006554447,0.8763454953255706,0.050599273341880066,120,0.9,1.0,-0.5,0.01168002338745768,0.010118703963325768
lstm_exec_cs120_v2090_v5100_rp-20_pure_prediction_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,pure_prediction,5,True,False,0.9,1.0,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.808515422992351,0.7200162368393319,0.01020709555430078,0.009363774331936112,0.02406159082721928,0.024086862694545408,-0.0655181980829731,-0.07338010688100605,3.0590002680088877,2.8033180504918715,0.6166666666666667,0.6166666666666667,5.0,5.0,2.0354088784794535e-17,0.8433212223646678,1.0231349006554447,0.8763454953255706,0.050599273341880066,120,0.9,1.0,-0.2,0.01168002338745768,0.010118703963325768
lstm_exec_cs120_v2090_v598_rp-80_pure_prediction_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,pure_prediction,5,True,False,0.9,0.98,0.03,0.97,0.95,-0.8,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8084801246905418,0.7199826325719556,0.01020676706664788,0.009363445844283213,0.0240615964076396,0.024086870405836926,-0.0655181980829731,-0.07338010688100582,3.0589011129645343,2.8032188107270453,0.6166666666666667,0.6166666666666667,5.0,5.0,1.850371707708594e-17,0.8433212223646678,1.0231367238978233,0.8763441339030013,0.050599273341880066,120,0.9,0.98,-0.8,0.01168002338745768,0.010118703963325768
lstm_exec_cs120_v2090_v598_rp-50_pure_prediction_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,pure_prediction,5,True,False,0.9,0.98,0.03,0.97,0.95,-0.5,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8084801246905418,0.7199826325719556,0.01020676706664788,0.009363445844283213,0.0240615964076396,0.024086870405836926,-0.0655181980829731,-0.07338010688100582,3.0589011129645343,2.8032188107270453,0.6166666666666667,0.6166666666666667,5.0,5.0,1.850371707708594e-17,0.8433212223646678,1.0231367238978233,0.8763441339030013,0.050599273341880066,120,0.9,0.98,-0.5,0.01168002338745768,0.010118703963325768
lstm_exec_cs120_v2090_v598_rp-20_pure_prediction_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,pure_prediction,5,True,False,0.9,0.98,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8084801246905418,0.7199826325719556,0.01020676706664788,0.009363445844283213,0.0240615964076396,0.024086870405836926,-0.0655181980829731,-0.07338010688100582,3.0589011129645343,2.8032188107270453,0.6166666666666667,0.6166666666666667,5.0,5.0,1.850371707708594e-17,0.8433212223646678,1.0231367238978233,0.8763441339030013,0.050599273341880066,120,0.9,0.98,-0.2,0.01168002338745768,0.010118703963325768
lstm_exec_cs150_v2090_v5100_rp-80_pure_prediction_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,pure_prediction,5,True,False,0.9,1.0,0.03,0.97,0.95,-0.8,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8082265339590677,0.7197000992071187,0.010204202953468468,0.00936046602614935,0.024053464288745493,0.024078169698592278,-0.06559059029069758,-0.07344787180417511,3.0591665742872927,2.80333934364565,0.6166666666666667,0.6,5.0,5.0,2.4054832200211726e-17,0.8437369273191173,1.0245945327680648,0.8756970750952452,0.050624215639147055,150,0.9,1.0,-0.8,0.01168002338745768,0.010118703963325768
lstm_exec_cs150_v2090_v5100_rp-50_pure_prediction_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,pure_prediction,5,True,False,0.9,1.0,0.03,0.97,0.95,-0.5,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8082265339590677,0.7197000992071187,0.010204202953468468,0.00936046602614935,0.024053464288745493,0.024078169698592278,-0.06559059029069758,-0.07344787180417511,3.0591665742872927,2.80333934364565,0.6166666666666667,0.6,5.0,5.0,2.4054832200211726e-17,0.8437369273191173,1.0245945327680648,0.8756970750952452,0.050624215639147055,150,0.9,1.0,-0.5,0.01168002338745768,0.010118703963325768
lstm_exec_cs150_v2090_v5100_rp-20_pure_prediction_risk_adjusted_mt100,replay_walk_forward_predictions,risk_adjusted,pure_prediction,5,True,False,0.9,1.0,0.03,0.97,0.95,-0.2,0.001,1.0,,0.0,0,none,0.0,8,15,60,0.8082265339590677,0.7197000992071187,0.010204202953468468,0.00936046602614935,0.024053464288745493,0.024078169698592278,-0.06559059029069758,-0.07344787180417511,3.0591665742872927,2.80333934364565,0.6166666666666667,0.6,5.0,5.0,2.4054832200211726e-17,0.8437369273191173,1.0245945327680648,0.8756970750952452,0.050624215639147055,150,0.9,1.0,-0.2,0.01168002338745768,0.010118703963325768
